frequency_GHz,central_europe_winter,tropics_august,central_europe_summer,standard,arctic_winter,arctic_summer,tropics_february
1.841769999999999925e+02,2.437631528790915638e+02,2.413756740446363551e+02,2.476981659616814966e+02,1.781348526343226695e+02,2.436262659853817638e+02,2.484153047463852317e+02,2.511392984160308117e+02
1.841870000000000118e+02,2.438634011599977214e+02,2.415055058549975513e+02,2.478215630292510525e+02,1.781350543254842762e+02,2.436715069875935740e+02,2.485183359447909481e+02,2.512837876275900442e+02
1.841920000000000073e+02,2.439135266507353208e+02,2.415702451115259066e+02,2.478832735376383596e+02,1.781351551953852947e+02,2.436941182235924259e+02,2.485698102699152798e+02,2.513557132497687405e+02
1.842019999999999982e+02,2.440137725155869930e+02,2.416993671596928266e+02,2.480067113820567499e+02,1.781353569836761039e+02,2.437393221830993753e+02,2.486726686368348851e+02,2.514989248663056856e+02
1.842069999999999936e+02,2.440638898095691900e+02,2.417637487528821225e+02,2.480684359023725563e+02,1.781354579024546183e+02,2.437619148990113160e+02,2.487240496653790842e+02,2.515702103024221969e+02
1.842170000000000130e+02,2.441641055386918424e+02,2.418921502466100719e+02,2.481918891805496514e+02,1.781356597877930028e+02,2.438070817496919460e+02,2.488267080996012055e+02,2.517121392891256164e+02
1.842220000000000084e+02,2.442142009879654267e+02,2.419561690783738470e+02,2.482536151870720573e+02,1.781357607554953688e+02,2.438296558500081801e+02,2.488779826706157507e+02,2.517827824819451337e+02
1.842319999999999993e+02,2.443143597093990422e+02,2.420838403936866143e+02,2.483770591406319568e+02,1.781359627376890558e+02,2.438747852835169851e+02,2.489804156275183118e+02,2.519234256081861361e+02
1.842369999999999948e+02,2.443644200899817349e+02,2.421474919293562493e+02,2.484387744023533457e+02,1.781360637534357920e+02,2.438973405584118268e+02,2.490315713442124661e+02,2.519934253697713302e+02
1.842470000000000141e+02,2.444644957796047322e+02,2.422744245299472823e+02,2.485621848668278346e+02,1.781362658330447459e+02,2.439424320528181340e+02,2.491337547767889760e+02,2.521327810790127728e+02
1.842520000000000095e+02,2.445145082911784300e+02,2.423377047593601219e+02,2.486238774520020911e+02,1.781363668971446543e+02,2.439649681930658573e+02,2.491847799794203695e+02,2.522021370269607985e+02
1.842620000000000005e+02,2.446144757710515023e+02,2.424638911208104730e+02,2.487472308632036686e+02,1.781365690740159664e+02,2.440100210387511197e+02,2.492866912713792260e+02,2.523402053124883366e+02
1.842669999999999959e+02,2.446644280354998671e+02,2.425267965218886843e+02,2.488088891383190173e+02,1.781366701863047695e+02,2.440325376476131964e+02,2.493375750014295420e+02,2.524089178091589076e+02
1.842769999999999868e+02,2.447642629700449959e+02,2.426522300611070762e+02,2.489321625351979321e+02,1.781368724600801841e+02,2.440775509724587096e+02,2.494391929192533155e+02,2.525457000949111261e+02
1.842820000000000107e+02,2.448141430292555185e+02,2.427147575656846357e+02,2.489937751721808468e+02,1.781369736213533486e+02,2.441000475753725425e+02,2.494899248903070088e+02,2.526137701893819383e+02
1.842920000000000016e+02,2.449138219198120510e+02,2.428394325751410747e+02,2.491169461982353539e+02,1.781371759917458064e+02,2.441450203629455018e+02,2.495912295103084944e+02,2.527492692168843291e+02
1.842969999999999970e+02,2.449636182324463789e+02,2.429015795369674890e+02,2.491785021701266487e+02,1.781372772009937364e+02,2.441674964200655609e+02,2.496418000848226200e+02,2.528166985896000654e+02
1.843069999999999879e+02,2.450631184102504960e+02,2.430254911235369377e+02,2.493015490728595012e+02,1.781374796687594824e+02,2.442124275294588358e+02,2.497427727470184209e+02,2.529509183099252709e+02
1.843120000000000118e+02,2.451128198480315348e+02,2.430872552891780742e+02,2.493630376543707428e+02,1.781375809261014069e+02,2.442348824424709903e+02,2.497931729013309337e+02,2.530177092203587961e+02
1.843220000000000027e+02,2.452121194659104901e+02,2.432103993166224143e+02,2.494859392874720072e+02,1.781377834906352007e+02,2.442797706250181875e+02,2.498937961557094525e+02,2.531506546923203871e+02
1.843269999999999982e+02,2.452617153089361750e+02,2.432717787974541750e+02,2.495473500558772457e+02,1.781378847962729139e+02,2.443022037454233271e+02,2.499440174425874091e+02,2.532168099289783640e+02
1.843369999999999891e+02,2.453607933321528662e+02,2.433941518339005938e+02,2.496700858732525319e+02,1.781380874574311122e+02,2.443470476594663694e+02,2.500442749828496858e+02,2.533484872222446427e+02
1.843420000000000130e+02,2.454102732642388958e+02,2.434551450812346616e+02,2.497314087055094376e+02,1.781381888112527747e+02,2.443694582951889913e+02,2.500943095403533505e+02,2.534140100559908717e+02
1.843520000000000039e+02,2.455091094594934020e+02,2.435767443495195721e+02,2.498539587593310785e+02,1.781383915687652575e+02,2.444142565199247485e+02,2.501941861596313288e+02,2.535444261597058073e+02
1.843569999999999993e+02,2.455584635625963870e+02,2.436373501299404154e+02,2.499151838313210305e+02,1.781384929717493719e+02,2.444366439431398987e+02,2.502440266461973977e+02,2.536093202993697844e+02
1.843669999999999902e+02,2.456570384874585216e+02,2.437581734620927705e+02,2.500375287686851209e+02,1.781386958259098776e+02,2.444813949885733848e+02,2.503435081815833883e+02,2.537384830361533261e+02
1.843720000000000141e+02,2.457062572355482644e+02,2.438183908361453973e+02,2.500986465499442772e+02,1.781387972772184867e+02,2.445037584394596877e+02,2.503931477704570341e+02,2.538027525867813097e+02
1.843820000000000050e+02,2.458045522255901574e+02,2.439384366306788650e+02,2.502207676074209246e+02,1.781390002270537991e+02,2.445484607592764235e+02,2.504922210667773186e+02,2.539306705321455979e+02
1.843870000000000005e+02,2.458536264789067332e+02,2.439982649321840427e+02,2.502817688628945518e+02,1.781391017267348502e+02,2.445707994512621326e+02,2.505416534175177787e+02,2.539943199555076774e+02
1.843969999999999914e+02,2.459516236355132719e+02,2.441175321149786157e+02,2.504036478587367469e+02,1.781393047734608501e+02,2.446154514518014480e+02,2.506403062618256570e+02,2.541210023612291877e+02
1.844019999999999868e+02,2.460005446337032708e+02,2.441769709317560739e+02,2.504645236425187420e+02,1.781394063212364927e+02,2.446377645778988494e+02,2.506895254995994549e+02,2.541840364394161043e+02
1.844120000000000061e+02,2.460982268102704893e+02,2.442954589192468120e+02,2.505861429734158605e+02,1.781396094642671812e+02,2.446823646238751735e+02,2.507877465832903567e+02,2.543094931630725455e+02
1.844170000000000016e+02,2.461469861658040088e+02,2.443545080761318502e+02,2.506468846284337246e+02,1.781397110604059151e+02,2.447046513586003584e+02,2.508367472702849454e+02,2.543719169640269797e+02
1.844269999999999925e+02,2.462443369545660516e+02,2.444722167413699765e+02,2.507682272617160777e+02,1.781399143002092558e+02,2.447491977852542391e+02,2.509345261503251834e+02,2.544961584016785139e+02
1.844319999999999879e+02,2.462929266453751609e+02,2.445308762832428613e+02,2.508288264115813888e+02,1.781400159440401296e+02,2.447714572893845570e+02,2.509833032691456083e+02,2.545579772468576323e+02
1.844420000000000073e+02,2.463899303626182586e+02,2.446478059246963142e+02,2.509498758795215565e+02,1.781402192797832811e+02,2.448159484052498840e+02,2.510806303102946799e+02,2.546810142714840310e+02
1.844470000000000027e+02,2.464383427253047500e+02,2.447060761018102539e+02,2.510103244291685201e+02,1.781403209716535514e+02,2.448381798278336134e+02,2.511291792439376707e+02,2.547422337059140034e+02
1.844569999999999936e+02,2.465349843968586754e+02,2.448222274138337298e+02,2.511310648168419846e+02,1.781405244040688274e+02,2.448826139234819834e+02,2.512260455887073931e+02,2.548640776091397129e+02
1.844619999999999891e+02,2.465832121191947408e+02,2.448801086672136194e+02,2.511913549477378353e+02,1.781406261445391692e+02,2.449048164046232330e+02,2.512743620986036319e+02,2.549247033735307753e+02
1.844720000000000084e+02,2.466794774656099776e+02,2.449954827132692969e+02,2.513117708913750050e+02,1.781408296729544531e+02,2.449491917561343826e+02,2.513707596284491785e+02,2.550453658118913722e+02
1.844770000000000039e+02,2.467275135788872831e+02,2.450529756624682136e+02,2.513718950570464301e+02,1.781409314611292132e+02,2.449713644331582429e+02,2.514188398248715544e+02,2.551054038164973008e+02
1.844869999999999948e+02,2.468233890007673494e+02,2.451675738496358861e+02,2.514919717316851120e+02,1.781411350857927118e+02,2.450156793074807524e+02,2.515147611199136009e+02,2.552248967614944490e+02
1.844919999999999902e+02,2.468712268722929366e+02,2.452246792796147759e+02,2.515519226526405987e+02,1.781412369221507959e+02,2.450378213106292549e+02,2.515626014645716850e+02,2.552843530622350841e+02
1.845020000000000095e+02,2.469666994340989277e+02,2.453385033354164477e+02,2.516716457659455557e+02,1.781414406429684334e+02,2.450820739691826873e+02,2.516580397598762886e+02,2.554026887536170136e+02
1.845070000000000050e+02,2.470143327594415723e+02,2.453952221862831777e+02,2.517314164273055042e+02,1.781415425273526409e+02,2.451041844306986661e+02,2.517056370297167405e+02,2.554615695296942874e+02
1.845169999999999959e+02,2.471093901749413249e+02,2.455082741367272661e+02,2.518507722092512324e+02,1.781417463440826623e+02,2.451483731353937685e+02,2.518005861883418106e+02,2.555787604328388909e+02
1.845219999999999914e+02,2.471568129703670422e+02,2.455646074923582489e+02,2.519103558564459604e+02,1.781418482763062343e+02,2.451704511852765620e+02,2.518479374643238486e+02,2.556370719659462338e+02
1.845320000000000107e+02,2.472514435862550215e+02,2.456768896419833652e+02,2.520293310526461994e+02,1.781420521895587115e+02,2.452145741985988536e+02,2.519423919456673673e+02,2.557531307321522434e+02
1.845370000000000061e+02,2.472986501807393438e+02,2.457328387209125822e+02,2.520887211855778673e+02,1.781421541693547397e+02,2.452366189694311345e+02,2.519894945997588138e+02,2.558108793878745644e+02
1.845469999999999970e+02,2.473928429617101870e+02,2.458443536338046727e+02,2.522073030480136993e+02,1.781423581783618602e+02,2.452806745604951004e+02,2.520834494178916714e+02,2.559258188178467321e+02
1.845519999999999925e+02,2.474398279891223353e+02,2.458999197796990757e+02,2.522664934170819606e+02,1.781424602063431166e+02,2.453026851881174935e+02,2.521303010863697693e+02,2.559830110276197672e+02
1.845600000000000023e+02,2.475148478098876410e+02,2.459885608453552095e+02,2.523610564302231012e+02,1.781426234847564558e+02,2.453378780824769763e+02,2.522050886573069874e+02,2.560741360527549091e+02
1.845620000000000118e+02,2.475335725018146888e+02,2.460106702617504766e+02,2.523846696945536507e+02,1.781426643104582581e+02,2.453466716317692828e+02,2.522237517846843957e+02,2.560968440380368065e+02
1.845670000000000073e+02,2.475803308932310074e+02,2.460658549349328439e+02,2.524436542971825759e+02,1.781427663873486722e+02,2.453686472567420083e+02,2.522703503772478086e+02,2.561534862835795821e+02
1.845769999999999982e+02,2.476736172906433637e+02,2.461758440176910767e+02,2.525614132263617080e+02,1.781429705875043510e+02,2.454125628395046590e+02,2.523632930017515434e+02,2.562662258760931309e+02
1.845819999999999936e+02,2.477201442661563533e+02,2.462306487877005452e+02,2.526201863010903139e+02,1.781430727116299124e+02,2.454345026079765830e+02,2.524096366524005646e+02,2.563223246742922470e+02
1.845920000000000130e+02,2.478129632719895312e+02,2.463398797130613502e+02,2.527375165989101333e+02,1.781432770077275620e+02,2.454783456277085634e+02,2.525020677180672521e+02,2.564339839073003304e+02
1.845970000000000084e+02,2.478592543335211076e+02,2.463943062505080377e+02,2.527960726216230114e+02,1.781433791796077912e+02,2.455002486916482667e+02,2.525481548015036992e+02,2.564895457968760297e+02
1.846069999999999993e+02,2.479515972265569417e+02,2.465027824557416807e+02,2.529129634743105441e+02,1.781435835713612903e+02,2.455440174600834098e+02,2.526400712728406575e+02,2.566001377601020295e+02
1.846119999999999948e+02,2.479976481494795451e+02,2.465568325260869358e+02,2.529712971536457644e+02,1.781436857911131426e+02,2.455658829789653907e+02,2.526859003711757907e+02,2.566551692891207495e+02
1.846220000000000141e+02,2.480895067483643857e+02,2.466645576314017205e+02,2.530877382083534144e+02,1.781438902783202991e+02,2.456095758226434782e+02,2.527772996263849734e+02,2.567647070797398214e+02
1.846270000000000095e+02,2.481353135737858508e+02,2.467182330877465688e+02,2.531458444825867673e+02,1.781439925462936742e+02,2.456314029633905420e+02,2.528228695374507708e+02,2.568192147950929325e+02
1.846370000000000005e+02,2.482266802209881575e+02,2.468252108829245230e+02,2.532618258371957438e+02,1.781441971292564119e+02,2.456750182256683104e+02,2.529137493482531340e+02,2.569277114964476141e+02
1.846419999999999959e+02,2.482722392486970477e+02,2.468785136605752939e+02,2.533196998667187643e+02,1.781442994448447905e+02,2.456968061660602132e+02,2.529590590443344240e+02,2.569817019327121557e+02
1.846519999999999868e+02,2.483631067956388563e+02,2.469847480933279655e+02,2.534352120642643342e+02,1.781445041233783684e+02,2.457403422082130078e+02,2.530494175626953677e+02,2.570891705952207644e+02
1.846570000000000107e+02,2.484084145757198598e+02,2.470376802035061985e+02,2.534928492292032445e+02,1.781446064868824237e+02,2.457620901306398196e+02,2.530944662158951530e+02,2.571426502660074789e+02
1.846670000000000016e+02,2.484987763675008523e+02,2.471431753682798558e+02,2.536078832428430303e+02,1.781448112603634399e+02,2.458055453323791824e+02,2.531843019312374281e+02,2.572491038895559541e+02
1.846719999999999970e+02,2.485438296931848186e+02,2.471957388930971149e+02,2.536652791370627256e+02,1.781449136713636960e+02,2.458272524335108074e+02,2.532290888673726670e+02,2.573020792792947304e+02
1.846819999999999879e+02,2.486336795535081308e+02,2.473004990208298750e+02,2.537798263682608138e+02,1.781451185408074593e+02,2.458706251939121046e+02,2.533184006051176027e+02,2.574075307972308906e+02
1.846870000000000118e+02,2.486784754533931903e+02,2.473526961078466115e+02,2.538369767954288534e+02,1.781452209998436160e+02,2.458922906774710668e+02,2.533629253148888836e+02,2.574600083534403439e+02
1.846970000000000027e+02,2.487678076696211633e+02,2.474567255556340228e+02,2.539510290567150719e+02,1.781454259646909293e+02,2.459355794151688315e+02,2.534517122099983339e+02,2.575644706190916509e+02
1.847019999999999982e+02,2.488123434010384756e+02,2.475085584132929455e+02,2.540079300272463172e+02,1.781455284710062585e+02,2.459572024963630952e+02,2.534959743323500447e+02,2.576164567462330979e+02
1.847119999999999891e+02,2.489011527094247640e+02,2.476118616552319338e+02,2.541214795398146578e+02,1.781457335311822305e+02,2.460004056512221382e+02,2.535842358074818605e+02,2.577199425193601314e+02
1.847170000000000130e+02,2.489454257501712391e+02,2.476633325484935995e+02,2.541781272619240895e+02,1.781458360853239640e+02,2.460219855557442941e+02,2.536282351264269437e+02,2.577714435718942809e+02
1.847270000000000039e+02,2.490337073216794579e+02,2.477659141666955236e+02,2.542911666437513247e+02,1.781460412404883868e+02,2.460651015903210919e+02,2.537159708704837442e+02,2.578739655088359086e+02
1.847319999999999993e+02,2.490777153630465079e+02,2.478170254121150151e+02,2.543475575248630776e+02,1.781461438424235837e+02,2.460866375527586456e+02,2.537597072938029612e+02,2.579249877867833902e+02
1.847419999999999902e+02,2.491654647889692455e+02,2.479188900892719118e+02,2.544600797807994184e+02,1.781463490933855383e+02,2.461296649483049919e+02,2.538469172553040494e+02,2.580265584290847869e+02
1.847470000000000141e+02,2.492092057291168885e+02,2.479696440513591256e+02,2.545162104184454108e+02,1.781464517423379164e+02,2.461511562151203520e+02,2.538903908180493545e+02,2.580771081731581376e+02
1.847570000000000050e+02,2.492964190064895149e+02,2.480707965607383301e+02,2.546282089318814599e+02,1.781466570880842823e+02,2.461940934766106182e+02,2.539770751861944120e+02,2.581777399395058410e+02
1.847620000000000005e+02,2.493398909428923957e+02,2.481211956480989613e+02,2.546840761126815380e+02,1.781467597853707900e+02,2.462155393069757849e+02,2.540202860367109565e+02,2.582278233271745762e+02
1.847719999999999914e+02,2.494265644613592769e+02,2.482216408482663894e+02,2.547955446376891189e+02,1.781469652260837222e+02,2.462583849592458876e+02,2.541064452144931352e+02,2.583275285059216344e+02
1.847769999999999868e+02,2.494697656843744085e+02,2.482716875096113824e+02,2.548511453281230672e+02,1.781470679704919746e+02,2.462797846212231718e+02,2.541493936125848165e+02,2.583771516472474445e+02
1.847870000000000061e+02,2.495558962118718966e+02,2.483714303357219819e+02,2.549620779802419861e+02,1.781472735068671511e+02,2.463225372142480012e+02,2.542350282175593179e+02,2.584759423896098838e+02
1.847920000000000016e+02,2.495988251977412631e+02,2.484211270570228010e+02,2.550174093269041862e+02,1.781473762988171643e+02,2.463438899871528633e+02,2.542777145178703506e+02,2.585251113249667583e+02
1.848019999999999925e+02,2.496844098673288102e+02,2.485201725148064611e+02,2.551278005739154935e+02,1.781475819292897711e+02,2.463865480901754665e+02,2.543628253627563822e+02,2.586229996390467250e+02
1.848069999999999879e+02,2.497270652716701136e+02,2.485695218150084429e+02,2.551828598967152004e+02,1.781476847694630408e+02,2.464078532645524149e+02,2.544052500194376307e+02,2.586717203359231689e+02
1.848170000000000073e+02,2.498121015686745636e+02,2.486678749737076544e+02,2.552927045488870021e+02,1.781478904953394817e+02,2.464504154700108813e+02,2.544898380935505600e+02,2.587687180825712403e+02
1.848220000000000027e+02,2.498544822196120379e+02,2.487168794021917222e+02,2.553474893386989493e+02,1.781479933816092682e+02,2.464716723479518521e+02,2.545320016399484473e+02,2.588169964334531414e+02
1.848319999999999936e+02,2.499389679682369945e+02,2.488145453889428609e+02,2.554567825420128884e+02,1.781481992027603667e+02,2.465141372699276587e+02,2.546160681054211921e+02,2.589131153216912935e+02
1.848369999999999891e+02,2.499810728605343684e+02,2.488632075228405256e+02,2.555112904528889430e+02,1.781483021372481801e+02,2.465353451632080635e+02,2.546579711691050250e+02,2.589609571427715764e+02
1.848470000000000084e+02,2.500650062115872458e+02,2.489601915163628121e+02,2.556200276810149035e+02,1.781485080531395795e+02,2.465777114385753919e+02,2.547415173417282972e+02,2.590562087260930184e+02
1.848520000000000039e+02,2.501068344998590760e+02,2.490085139565058796e+02,2.556742565294907763e+02,1.781486110347703118e+02,2.465988696704272911e+02,2.547831606171666010e+02,2.591036197547270490e+02
1.848619999999999948e+02,2.501902139181062239e+02,2.491048211815018192e+02,2.557824335704036116e+02,1.781488170448694461e+02,2.466411359554949456e+02,2.548661879607706169e+02,2.591980154297871763e+02
1.848669999999999902e+02,2.502317649111766400e+02,2.491528065511851082e+02,2.558363813291215934e+02,1.781489200742662717e+02,2.466622438611554173e+02,2.549075722128569339e+02,2.592450013244207980e+02
1.848770000000000095e+02,2.503145891632624398e+02,2.492484422732470932e+02,2.559439942841445372e+02,1.781491261796501249e+02,2.467044088344978547e+02,2.549900823339106353e+02,2.593385523273126978e+02
1.848820000000000050e+02,2.503558623178087430e+02,2.492960932145312540e+02,2.559976590795055813e+02,1.781492292562217585e+02,2.467254657585013717e+02,2.550312083930632241e+02,2.593851186659123300e+02
1.848919999999999959e+02,2.504381304606556569e+02,2.493910627348594460e+02,2.561047043487122892e+02,1.781494354562353237e+02,2.467675281205513897e+02,2.551132030080323716e+02,2.594778360717960481e+02
1.848969999999999914e+02,2.504791253753576541e+02,2.494383819061843326e+02,2.561580844548731761e+02,1.781495385801756868e+02,2.467885334173967067e+02,2.551540717721965450e+02,2.595239883514144026e+02
1.849070000000000107e+02,2.505608367443167026e+02,2.495326905565388529e+02,2.562645587308689983e+02,1.781497448748471299e+02,2.468304918892266642e+02,2.552355527318316604e+02,2.596158830732280762e+02
1.849120000000000061e+02,2.506015531543050940e+02,2.495796806309532485e+02,2.563176525657755747e+02,1.781498480459677580e+02,2.468514449251259180e+02,2.552761651481390004e+02,2.596616267095989201e+02
1.849219999999999970e+02,2.506827073514363065e+02,2.496733337698733521e+02,2.564235528293318112e+02,1.781500544350895154e+02,2.468932982479896907e+02,2.553571343971331942e+02,2.597527094970958501e+02
1.849269999999999925e+02,2.507231451228398100e+02,2.497199974318793068e+02,2.564763589527336762e+02,1.781501576535163736e+02,2.469141983970758076e+02,2.553974914635842026e+02,2.597980498244041314e+02
1.849370000000000118e+02,2.508037420068055781e+02,2.498130004385303380e+02,2.565816824578640194e+02,1.781503641373257949e+02,2.469559453316095130e+02,2.554779510591523319e+02,2.598883312643023373e+02
1.849420000000000073e+02,2.508439011308696820e+02,2.498593403826641293e+02,2.566341995646094460e+02,1.781504674029437467e+02,2.469767919816452206e+02,2.555180538283646001e+02,2.599332735351320025e+02
1.849519999999999982e+02,2.509239408051381020e+02,2.499516986545224313e+02,2.567389438357643598e+02,1.781506739815785920e+02,2.470184313089817749e+02,2.555980059071662822e+02,2.600227640514421523e+02
1.849569999999999936e+02,2.509638213930823554e+02,2.499977175831159855e+02,2.567911707542466502e+02,1.781507772944712258e+02,2.470392238535697516e+02,2.556378554705368629e+02,2.600673134372770505e+02
1.849670000000000130e+02,2.510433041965200687e+02,2.500894365304560836e+02,2.568953335785868717e+02,1.781509839671808209e+02,2.470807543740430958e+02,2.557173022652234238e+02,2.601560232914344510e+02
1.849720000000000084e+02,2.510829064744779373e+02,2.501351371513019330e+02,2.569472692652142882e+02,1.781510873272964943e+02,2.471014922195117265e+02,2.557568997564291919e+02,2.602001848820989949e+02
1.849819999999999993e+02,2.511618329698656282e+02,2.502262221943665281e+02,2.570508486801405752e+02,1.781512940944020897e+02,2.471429127509813100e+02,2.558358435722640820e+02,2.602881241740672067e+02
1.849869999999999948e+02,2.512011572738317113e+02,2.502716072192338288e+02,2.571024922175816414e+02,1.781513975016983409e+02,2.471635953097823801e+02,2.558751901624610241e+02,2.603319029797323765e+02
1.849970000000000141e+02,2.512795282389374734e+02,2.503620637836617675e+02,2.572054865086938094e+02,1.781516043629804926e+02,2.472049046913233212e+02,2.559536333723743269e+02,2.604190816485805158e+02
1.850020000000000095e+02,2.513185750095161666e+02,2.504071359265608976e+02,2.572568370990842368e+02,1.781517078173738753e+02,2.472255313876985667e+02,2.559927302659709198e+02,2.604624825986672363e+02
1.850120000000000005e+02,2.513963914268629196e+02,2.504969694408133307e+02,2.573592447908722534e+02,1.781519147733878867e+02,2.472667284731428197e+02,2.560706753160143307e+02,2.605489104247508862e+02
1.850169999999999959e+02,2.514351612047829008e+02,2.505417314152454935e+02,2.574103017540052747e+02,1.781520182745399836e+02,2.472872987385674435e+02,2.561095237534642024e+02,2.605919383698536649e+02
1.850269999999999868e+02,2.515124242525316731e+02,2.506309473063067799e+02,2.575121216011741581e+02,1.781522253241828935e+02,2.473283824007651219e+02,2.561869731437671476e+02,2.606776249750324155e+02
1.850320000000000107e+02,2.515509176741010151e+02,2.506754018254465848e+02,2.575628843718398002e+02,1.781523288727971988e+02,2.473488956762272153e+02,2.562255743895893829e+02,2.607202846870656572e+02
1.850420000000000016e+02,2.516276287165419490e+02,2.507640055164227419e+02,2.576641153535351236e+02,1.781525360175030812e+02,2.473898648051206521e+02,2.563025306792628726e+02,2.608052395375007677e+02
1.850469999999999970e+02,2.516658465088334538e+02,2.508081552902458782e+02,2.577145834748858420e+02,1.781526396130538217e+02,2.474103205382412511e+02,2.563408860181130535e+02,2.608475357105656371e+02
1.850569999999999879e+02,2.517420070877018929e+02,2.508961521969661703e+02,2.578152247874896830e+02,1.781528468512752852e+02,2.474511740397506117e+02,2.564173518129914555e+02,2.609317681179753095e+02
1.850620000000000118e+02,2.517799500644314605e+02,2.509399999308546967e+02,2.578653979117137283e+02,1.781529504938166610e+02,2.474715716896056392e+02,2.564554625653504445e+02,2.609737053698908653e+02
1.850720000000000027e+02,2.518555618901732487e+02,2.510273954593528174e+02,2.579654489606136281e+02,1.781531578262976723e+02,2.475123084845649259e+02,2.565314405203789079e+02,2.610572244935956405e+02
1.850769999999999982e+02,2.518932309472398003e+02,2.510709438535168374e+02,2.580153268415907633e+02,1.781532615160724617e+02,2.475326475120846226e+02,2.565693080168657048e+02,2.610988073662598481e+02
1.850869999999999891e+02,2.519682958908413184e+02,2.511577433967657100e+02,2.581147872371701624e+02,1.781534689426260627e+02,2.475732665378624517e+02,2.566448008169189734e+02,2.611816222150938529e+02
1.850920000000000130e+02,2.520056920024140652e+02,2.512009951435121877e+02,2.581643697288125168e+02,1.781535726788935960e+02,2.475935464190175423e+02,2.566824264215782136e+02,2.612228551757349919e+02
1.851020000000000039e+02,2.520802120869493592e+02,2.512872040793189683e+02,2.582632392750671215e+02,1.781537801997134238e+02,2.476340466265387761e+02,2.567574367899454160e+02,2.613049746105282907e+02
1.851069999999999993e+02,2.521173363011235438e+02,2.513301618637916306e+02,2.583125263292436671e+02,1.781538839827355218e+02,2.476542668380289740e+02,2.567948218728955112e+02,2.613458620529542600e+02
1.851169999999999902e+02,2.521913136943965981e+02,2.514157855519160876e+02,2.584108050228728644e+02,1.781540915970392405e+02,2.476946471931931626e+02,2.568693525793750041e+02,2.614272947883649181e+02
1.851220000000000141e+02,2.522281671297819514e+02,2.514584520490022612e+02,2.584597966830062887e+02,1.781541954277522564e+02,2.477148072223524764e+02,2.569064985179480800e+02,2.614678410336105117e+02
1.851320000000000050e+02,2.523016041358757775e+02,2.515434958295080037e+02,2.585574847038661233e+02,1.781544031358707514e+02,2.477550667037366452e+02,2.569805523474812503e+02,2.615485956408973607e+02
1.851370000000000005e+02,2.523381879772300067e+02,2.515858737036530499e+02,2.586061811042753220e+02,1.781545070133930153e+02,2.477751660439795955e+02,2.570174605488315365e+02,2.615888049393039978e+02
1.851469999999999914e+02,2.524110870303929062e+02,2.516703428942826122e+02,2.587032788071517757e+02,1.781547148155825937e+02,2.478153036436027605e+02,2.570910403135188744e+02,2.616688898480305738e+02
1.851519999999999868e+02,2.524474025260332724e+02,2.517124347986761279e+02,2.587516801693323600e+02,1.781548187401492669e+02,2.478353417937092615e+02,2.571277121937777679e+02,2.617087663793737988e+02
1.851620000000000061e+02,2.525197661818868085e+02,2.517963346924565826e+02,2.588481880816617604e+02,1.781550266355176575e+02,2.478753565156061995e+02,2.572008207302122287e+02,2.617881898805353558e+02
1.851670000000000016e+02,2.525558146390391130e+02,2.518381432671417599e+02,2.588962947098058862e+02,1.781551306065899496e+02,2.478953329790949454e+02,2.572372577066468011e+02,2.618277377561793742e+02
1.851769999999999925e+02,2.526276455692294860e+02,2.519214791312566888e+02,2.589922135245748223e+02,1.781553385960844480e+02,2.479352238409434506e+02,2.573098978708094364e+02,2.619065080036751851e+02
1.851819999999999879e+02,2.526634283512646846e+02,2.519630070031315654e+02,2.590400258061796421e+02,1.781554426140786518e+02,2.479551381298004458e+02,2.573461013790270044e+02,2.619457312667640849e+02
1.851920000000000073e+02,2.527347293358330660e+02,2.520457840765845958e+02,2.591353563731036047e+02,1.781556506969286886e+02,2.479949041577485787e+02,2.574182760435028285e+02,2.620238562809875020e+02
1.851970000000000027e+02,2.527702478586546135e+02,2.520870338573232914e+02,2.591828747707324965e+02,1.781557547620143112e+02,2.480147557896924866e+02,2.574542475203961089e+02,2.620627589086682292e+02
1.852069999999999936e+02,2.528410217799311397e+02,2.521692573500609740e+02,2.592776180945932083e+02,1.781559629385891981e+02,2.480543960204724101e+02,2.575259595670198109e+02,2.621402465783016851e+02
1.852119999999999891e+02,2.528762775094366475e+02,2.522102316372000246e+02,2.593248431480975569e+02,1.781560670499227967e+02,2.480741845147491063e+02,2.575617004605692273e+02,2.621788324821865785e+02
1.852220000000000084e+02,2.529465273459002503e+02,2.522919067267249318e+02,2.594190003790109813e+02,1.781562753202441343e+02,2.481136979974932615e+02,2.576329527898359970e+02,2.622556905660092639e+02
1.852270000000000039e+02,2.529815217938574108e+02,2.523326081008283950e+02,2.594659327000935605e+02,1.781563794786070218e+02,2.481334228808976547e+02,2.576684645477610047e+02,2.622939635941053211e+02
1.852369999999999948e+02,2.530512506141344033e+02,2.524137399324003184e+02,2.595595051307695940e+02,1.781565878424428320e+02,2.481728086733722307e+02,2.577392600638210070e+02,2.623701997248697921e+02
1.852419999999999902e+02,2.530859853363328398e+02,2.524541709576521100e+02,2.596061453999044488e+02,1.781566920473770210e+02,2.481924694773693716e+02,2.577745441451625652e+02,2.624081636620335871e+02
1.852520000000000095e+02,2.531551962928184594e+02,2.525347646428126893e+02,2.596991344598170599e+02,1.781569005049895509e+02,2.482317266433789769e+02,2.578448857600312749e+02,2.624837853478853731e+02
